 0.00000000E+00  0.11203657E+03  0.11203657E+03  0.10000000E-03
 0.63175303E+01  0.11203720E+03  0.11203657E+03  0.10000000E-03
 0.10820020E+02  0.11203829E+03  0.11203720E+03  0.10000000E-03
 0.16418163E+02  0.11203993E+03  0.11203829E+03  0.10000000E-03
 0.21830421E+02  0.11204211E+03  0.11203993E+03  0.10000000E-03
 0.28139137E+02  0.11204493E+03  0.11204211E+03  0.10000000E-03
 0.35948362E+02  0.11204852E+03  0.11204493E+03  0.10000000E-03
 0.45401705E+02  0.11205306E+03  0.11204852E+03  0.10000000E-03
 0.54288550E+02  0.11205849E+03  0.11205306E+03  0.10000000E-03
 0.64700898E+02  0.11206496E+03  0.11205849E+03  0.10000000E-03
 0.73784576E+02  0.11207234E+03  0.11206496E+03  0.10000000E-03
 0.85283080E+02  0.11208087E+03  0.11207234E+03  0.10000000E-03
 0.96145456E+02  0.11209048E+03  0.11208087E+03  0.10000000E-03
 0.10629482E+03  0.11210111E+03  0.11209048E+03  0.10000000E-03
 0.11632119E+03  0.11211274E+03  0.11210111E+03  0.10000000E-03
 0.12645224E+03  0.11212539E+03  0.11211274E+03  0.10000000E-03
 0.12898428E+03  0.11213829E+03  0.11212539E+03  0.10000000E-03
 0.12893541E+03  0.11215118E+03  0.11213829E+03  0.10000000E-03
 0.12883891E+03  0.11216406E+03  0.11215118E+03  0.10000000E-03
 0.12870969E+03  0.11217693E+03  0.11216406E+03  0.10000000E-03
 0.12855964E+03  0.11218979E+03  0.11217693E+03  0.10000000E-03
 0.12839645E+03  0.11220263E+03  0.11218979E+03  0.10000000E-03
 0.12822490E+03  0.11221545E+03  0.11220263E+03  0.10000000E-03
 0.12804746E+03  0.11222826E+03  0.11221545E+03  0.10000000E-03
 0.12786714E+03  0.11224104E+03  0.11222826E+03  0.10000000E-03
 0.12768599E+03  0.11225381E+03  0.11224104E+03  0.10000000E-03
